document_number,fiscal_year,fiscal_period,company_code,company_name,profit_center,profit_center_description,customer_id,product_id,revenue,cost,currency,source_updated_at
DOC0000000684,2025,12,UY01,Compañía Modelo Uruguay,PC100,Consumo Masivo,C000471,MAT00115,48585.87,28814.65,UYU,2026-11-15T11:24:00Z
DOC0000000685,2025,1,AR01,Compañía Modelo Argentina,PC100,Consumo Masivo,C000253,MAT00054,11022.86,6780.07,ARS,2026-11-16T11:25:00Z
DOC0000000686,2025,2,UY01,Compañía Modelo Uruguay,PC200,Canal Mayorista,C000137,MAT00043,46484.36,39741.73,UYU,2026-11-17T11:26:00Z
DOC0000000687,2025,3,UY01,Compañía Modelo Uruguay,PC200,Canal Mayorista,C000363,MAT00101,11634.31,9075.04,UYU,2026-11-18T11:27:00Z
DOC0000000688,2025,4,AR01,Compañía Modelo Argentina,PC100,Consumo Masivo,C000167,MAT00079,41036.87,34020.12,ARS,2026-11-19T11:28:00Z
DOC0000000689,2025,5,AR01,Compañía Modelo Argentina,PC200,Canal Mayorista,C000452,MAT00067,9285.30,6151.28,ARS,2026-11-20T11:29:00Z
DOC0000000690,2025,6,UY01,Compañía Modelo Uruguay,PC300,Exportación,C000240,MAT00086,29738.12,25905.10,UYU,2026-11-21T11:30:00Z
DOC0000000691,2025,7,UY01,Compañía Modelo Uruguay,PC200,Canal Mayorista,C000037,MAT00047,16750.28,14226.65,UYU,2026-11-22T11:31:00Z
DOC0000000692,2025,8,AR01,Compañía Modelo Argentina,PC300,Exportación,C000095,MAT00040,73581.66,51473.89,ARS,2026-11-23T11:32:00Z
DOC0000000693,2025,9,UY01,Compañía Modelo Uruguay,PC100,Consumo Masivo,C000492,MAT00084,26527.96,15404.94,UYU,2026-11-24T11:33:00Z
DOC0000000694,2025,10,UY01,Compañía Modelo Uruguay,PC100,Consumo Masivo,C000081,MAT00002,38950.73,29586.49,UYU,2026-11-25T11:34:00Z
DOC0000000695,2025,11,AR01,Compañía Modelo Argentina,PC300,Exportación,C000338,MAT00008,7333.72,4294.18,ARS,2026-11-26T11:35:00Z
DOC0000000696,2025,12,UY01,Compañía Modelo Uruguay,PC200,Canal Mayorista,C000456,MAT00060,5024.27,3171.93,UYU,2026-11-27T11:36:00Z
DOC0000000697,2025,1,AR01,Compañía Modelo Argentina,PC200,Canal Mayorista,C000170,MAT00103,1679.59,1342.58,ARS,2026-11-28T11:37:00Z
DOC0000000698,2025,2,UY01,Compañía Modelo Uruguay,PC100,Consumo Masivo,C000328,MAT00019,42497.07,32312.23,UYU,2026-11-29T11:38:00Z
DOC0000000699,2025,3,AR01,Compañía Modelo Argentina,PC200,Canal Mayorista,C000077,MAT00024,4933.01,3190.79,ARS,2026-11-30T11:39:00Z
DOC0000000700,2025,4,UY01,Compañía Modelo Uruguay,PC200,Canal Mayorista,C000136,MAT00093,14434.69,12099.64,UYU,2026-12-01T11:40:00Z
DOC0000000701,2025,5,UY01,Compañía Modelo Uruguay,PC100,Consumo Masivo,C000370,MAT00113,32636.67,21722.77,UYU,2026-12-02T11:41:00Z
DOC0000000702,2025,6,UY01,Compañía Modelo Uruguay,PC200,Canal Mayorista,C000150,MAT00092,13889.44,10964.37,UYU,2026-12-03T11:42:00Z
DOC0000000703,2025,7,AR01,Compañía Modelo Argentina,PC300,Exportación,C000035,MAT00057,63736.52,39375.39,ARS,2026-12-04T11:43:00Z
DOC0000000704,2025,8,AR01,Compañía Modelo Argentina,PC200,Canal Mayorista,C000086,MAT00030,56738.69,37715.20,ARS,2026-12-05T11:44:00Z
DOC0000000705,2025,9,UY01,Compañía Modelo Uruguay,PC300,Exportación,C000161,MAT00118,27662.97,16950.46,UYU,2026-12-06T11:45:00Z
DOC0000000706,2025,10,UY01,Compañía Modelo Uruguay,PC300,Exportación,C000271,MAT00068,57760.01,46804.88,UYU,2026-12-07T11:46:00Z
DOC0000000707,2025,11,AR01,Compañía Modelo Argentina,PC200,Canal Mayorista,C000485,MAT00094,7026.20,4556.05,ARS,2026-12-08T11:47:00Z
DOC0000000708,2025,12,AR01,Compañía Modelo Argentina,PC100,Consumo Masivo,C000358,MAT00057,50105.45,33440.25,ARS,2026-12-09T11:48:00Z
DOC0000000709,2025,1,AR01,Compañía Modelo Argentina,PC100,Consumo Masivo,C000485,MAT00119,70129.38,57023.60,ARS,2026-12-10T11:49:00Z
DOC0000000710,2025,2,AR01,Compañía Modelo Argentina,PC200,Canal Mayorista,C000198,MAT00094,70412.29,40845.34,ARS,2026-12-11T11:50:00Z
DOC0000000711,2025,3,AR01,Compañía Modelo Argentina,PC200,Canal Mayorista,C000015,MAT00078,73845.83,48453.51,ARS,2026-12-12T11:51:00Z
DOC0000000712,2025,4,AR01,Compañía Modelo Argentina,PC200,Canal Mayorista,C000407,MAT00108,73702.25,48886.68,ARS,2026-12-13T11:52:00Z
DOC0000000713,2025,5,UY01,Compañía Modelo Uruguay,PC300,Exportación,C000133,MAT00097,14223.05,10909.36,UYU,2026-12-14T11:53:00Z
DOC0000000714,2025,6,UY01,Compañía Modelo Uruguay,PC200,Canal Mayorista,C000008,MAT00044,70773.80,58641.18,UYU,2026-12-15T11:54:00Z
DOC0000000715,2025,7,AR01,Compañía Modelo Argentina,PC100,Consumo Masivo,C000457,MAT00083,9004.72,5995.72,ARS,2026-12-16T11:55:00Z
DOC0000000716,2025,8,AR01,Compañía Modelo Argentina,PC300,Exportación,C000271,MAT00048,18515.53,14394.11,ARS,2026-12-17T11:56:00Z
DOC0000000717,2025,9,AR01,Compañía Modelo Argentina,PC300,Exportación,C000306,MAT00076,43640.57,30131.96,ARS,2026-12-18T11:57:00Z
DOC0000000718,2025,10,UY01,Compañía Modelo Uruguay,PC300,Exportación,C000156,MAT00029,23067.74,13701.08,UYU,2026-12-19T11:58:00Z
DOC0000000719,2025,11,AR01,Compañía Modelo Argentina,PC100,Consumo Masivo,C000489,MAT00001,64972.94,56485.48,ARS,2026-12-20T11:59:00Z
DOC0000000720,2025,12,AR01,Compañía Modelo Argentina,PC300,Exportación,C000459,MAT00030,11028.75,8094.43,ARS,2026-12-21T12:00:00Z
DOC0000000721,2025,1,AR01,Compañía Modelo Argentina,PC200,Canal Mayorista,C000268,MAT00048,5390.13,4607.80,ARS,2026-12-22T12:01:00Z
DOC0000000722,2025,2,UY01,Compañía Modelo Uruguay,PC300,Exportación,C000463,MAT00072,29656.72,17409.28,UYU,2026-12-23T12:02:00Z
DOC0000000723,2025,3,UY01,Compañía Modelo Uruguay,PC200,Canal Mayorista,C000054,MAT00054,48713.94,31826.65,UYU,2026-12-24T12:03:00Z
DOC0000000724,2025,4,AR01,Compañía Modelo Argentina,PC200,Canal Mayorista,C000007,MAT00015,65975.15,56589.45,ARS,2026-12-25T12:04:00Z
DOC0000000725,2025,5,UY01,Compañía Modelo Uruguay,PC200,Canal Mayorista,C000334,MAT00050,22139.24,13600.58,UYU,2026-12-26T12:05:00Z
DOC0000000726,2025,6,UY01,Compañía Modelo Uruguay,PC200,Canal Mayorista,C000151,MAT00092,70743.59,61504.98,UYU,2026-12-27T12:06:00Z
DOC0000000727,2025,7,UY01,Compañía Modelo Uruguay,PC100,Consumo Masivo,C000294,MAT00038,8553.03,6776.13,UYU,2026-12-28T12:07:00Z
DOC0000000728,2025,8,AR01,Compañía Modelo Argentina,PC100,Consumo Masivo,C000090,MAT00021,7699.39,5978.95,ARS,2026-12-29T12:08:00Z
DOC0000000729,2025,9,UY01,Compañía Modelo Uruguay,PC100,Consumo Masivo,C000212,MAT00101,1098.04,942.31,UYU,2026-12-30T12:09:00Z
DOC0000000730,2025,10,AR01,Compañía Modelo Argentina,PC100,Consumo Masivo,C000465,MAT00052,48907.29,31197.45,ARS,2026-12-31T12:10:00Z
DOC0000000731,2025,11,UY01,Compañía Modelo Uruguay,PC300,Exportación,C000091,MAT00116,41919.11,28780.88,UYU,2027-01-01T12:11:00Z
DOC0000000732,2025,12,AR01,Compañía Modelo Argentina,PC300,Exportación,C000346,MAT00028,29969.36,24807.06,ARS,2027-01-02T12:12:00Z
DOC0000000733,2025,1,AR01,Compañía Modelo Argentina,PC300,Exportación,C000061,MAT00067,7724.45,6459.95,ARS,2027-01-03T12:13:00Z
DOC0000000734,2025,2,AR01,Compañía Modelo Argentina,PC300,Exportación,C000138,MAT00086,57110.14,48221.22,ARS,2027-01-04T12:14:00Z
DOC0000000735,2025,3,UY01,Compañía Modelo Uruguay,PC200,Canal Mayorista,C000426,MAT00033,65498.96,44108.62,UYU,2027-01-05T12:15:00Z
DOC0000000736,2025,4,AR01,Compañía Modelo Argentina,PC200,Canal Mayorista,C000236,MAT00067,49285.47,41280.46,ARS,2027-01-06T12:16:00Z
DOC0000000737,2025,5,UY01,Compañía Modelo Uruguay,PC100,Consumo Masivo,C000131,MAT00067,5062.88,3328.51,UYU,2027-01-07T12:17:00Z
DOC0000000738,2025,6,AR01,Compañía Modelo Argentina,PC200,Canal Mayorista,C000438,MAT00117,33589.71,23396.37,ARS,2027-01-08T12:18:00Z
DOC0000000739,2025,7,AR01,Compañía Modelo Argentina,PC100,Consumo Masivo,C000087,MAT00024,15787.38,12214.26,ARS,2027-01-09T12:19:00Z
DOC0000000740,2025,8,UY01,Compañía Modelo Uruguay,PC200,Canal Mayorista,C000005,MAT00088,44115.41,30700.35,UYU,2027-01-10T12:20:00Z
DOC0000000741,2025,9,UY01,Compañía Modelo Uruguay,PC300,Exportación,C000060,MAT00051,61974.72,36128.16,UYU,2027-01-11T12:21:00Z
DOC0000000742,2025,10,AR01,Compañía Modelo Argentina,PC100,Consumo Masivo,C000150,MAT00045,66141.43,43116.75,ARS,2027-01-12T12:22:00Z
DOC0000000743,2025,11,AR01,Compañía Modelo Argentina,PC300,Exportación,C000463,MAT00050,59560.93,36195.34,ARS,2027-01-13T12:23:00Z
DOC0000000744,2025,12,AR01,Compañía Modelo Argentina,PC200,Canal Mayorista,C000024,MAT00019,42536.99,33839.73,ARS,2027-01-14T12:24:00Z
DOC0000000745,2025,1,UY01,Compañía Modelo Uruguay,PC200,Canal Mayorista,C000471,MAT00059,3053.91,2526.43,UYU,2027-01-15T12:25:00Z
DOC0000000746,2025,2,UY01,Compañía Modelo Uruguay,PC100,Consumo Masivo,C000020,MAT00078,46544.04,37427.93,UYU,2027-01-16T12:26:00Z
DOC0000000747,2025,3,AR01,Compañía Modelo Argentina,PC100,Consumo Masivo,C000321,MAT00042,33462.57,26823.89,ARS,2027-01-17T12:27:00Z
DOC0000000748,2025,4,AR01,Compañía Modelo Argentina,PC300,Exportación,C000354,MAT00068,53770.31,41681.08,ARS,2027-01-18T12:28:00Z
DOC0000000749,2025,5,UY01,Compañía Modelo Uruguay,PC100,Consumo Masivo,C000475,MAT00016,32117.63,21021.64,UYU,2027-01-19T12:29:00Z
DOC0000000750,2025,6,UY01,Compañía Modelo Uruguay,PC300,Exportación,C000040,MAT00094,33311.89,28207.96,UYU,2027-01-20T12:30:00Z
DOC0000000751,2025,7,UY01,Compañía Modelo Uruguay,PC100,Consumo Masivo,C000239,MAT00076,68852.81,53204.98,UYU,2027-01-21T12:31:00Z
DOC0000000752,2025,8,AR01,Compañía Modelo Argentina,PC200,Canal Mayorista,C000381,MAT00048,6010.91,4266.77,ARS,2027-01-22T12:32:00Z
DOC0000000753,2025,9,AR01,Compañía Modelo Argentina,PC300,Exportación,C000375,MAT00062,41560.85,32886.54,ARS,2027-01-23T12:33:00Z
DOC0000000754,2025,10,UY01,Compañía Modelo Uruguay,PC300,Exportación,C000110,MAT00100,16075.41,14119.62,UYU,2027-01-24T12:34:00Z
DOC0000000755,2025,11,AR01,Compañía Modelo Argentina,PC200,Canal Mayorista,C000232,MAT00099,7109.20,4187.43,ARS,2027-01-25T12:35:00Z
DOC0000000756,2025,12,AR01,Compañía Modelo Argentina,PC100,Consumo Masivo,C000016,MAT00075,48344.45,29815.95,ARS,2027-01-26T12:36:00Z
DOC0000000757,2025,1,AR01,Compañía Modelo Argentina,PC100,Consumo Masivo,C000037,MAT00053,19274.65,12411.68,ARS,2027-01-27T12:37:00Z
DOC0000000758,2025,2,AR01,Compañía Modelo Argentina,PC300,Exportación,C000310,MAT00073,24315.36,14729.67,ARS,2027-01-28T12:38:00Z
DOC0000000759,2025,3,AR01,Compañía Modelo Argentina,PC100,Consumo Masivo,C000208,MAT00093,58750.02,43155.75,ARS,2027-01-29T12:39:00Z
DOC0000000760,2025,4,UY01,Compañía Modelo Uruguay,PC100,Consumo Masivo,C000410,MAT00089,54430.58,40115.48,UYU,2027-01-30T12:40:00Z
DOC0000000761,2025,5,AR01,Compañía Modelo Argentina,PC100,Consumo Masivo,C000323,MAT00103,74448.90,50547.04,ARS,2027-01-31T12:41:00Z
DOC0000000762,2025,6,UY01,Compañía Modelo Uruguay,PC300,Exportación,C000337,MAT00091,11706.66,10229.75,UYU,2027-02-01T12:42:00Z
DOC0000000763,2025,7,AR01,Compañía Modelo Argentina,PC200,Canal Mayorista,C000429,MAT00047,13813.77,11356.42,ARS,2027-02-02T12:43:00Z
DOC0000000764,2025,8,AR01,Compañía Modelo Argentina,PC300,Exportación,C000356,MAT00051,14230.30,10415.70,ARS,2027-02-03T12:44:00Z
DOC0000000765,2025,9,UY01,Compañía Modelo Uruguay,PC200,Canal Mayorista,C000402,MAT00116,48582.72,35542.44,UYU,2027-02-04T12:45:00Z
DOC0000000766,2025,10,UY01,Compañía Modelo Uruguay,PC100,Consumo Masivo,C000443,MAT00089,43723.66,37195.97,UYU,2027-02-05T12:46:00Z
DOC0000000767,2025,11,UY01,Compañía Modelo Uruguay,PC300,Exportación,C000219,MAT00112,25879.31,17354.87,UYU,2027-02-06T12:47:00Z
DOC0000000768,2025,12,AR01,Compañía Modelo Argentina,PC300,Exportación,C000366,MAT00091,11580.43,9871.42,ARS,2027-02-07T12:48:00Z
DOC0000000769,2025,1,UY01,Compañía Modelo Uruguay,PC200,Canal Mayorista,C000292,MAT00088,20427.84,11981.84,UYU,2027-02-08T12:49:00Z
DOC0000000770,2025,2,UY01,Compañía Modelo Uruguay,PC100,Consumo Masivo,C000491,MAT00019,40870.97,29944.52,UYU,2027-02-09T12:50:00Z
DOC0000000771,2025,3,AR01,Compañía Modelo Argentina,PC300,Exportación,C000326,MAT00095,63379.89,48869.35,ARS,2027-02-10T12:51:00Z
DOC0000000772,2025,4,AR01,Compañía Modelo Argentina,PC200,Canal Mayorista,C000415,MAT00077,14311.18,11534.06,ARS,2027-02-11T12:52:00Z
DOC0000000773,2025,5,AR01,Compañía Modelo Argentina,PC300,Exportación,C000134,MAT00052,52807.29,32417.08,ARS,2027-02-12T12:53:00Z
DOC0000000774,2025,6,UY01,Compañía Modelo Uruguay,PC300,Exportación,C000129,MAT00051,2349.96,1782.30,UYU,2027-02-13T12:54:00Z
DOC0000000775,2025,7,UY01,Compañía Modelo Uruguay,PC100,Consumo Masivo,C000247,MAT00005,64372.36,43228.70,UYU,2027-02-14T12:55:00Z
DOC0000000776,2025,8,AR01,Compañía Modelo Argentina,PC300,Exportación,C000082,MAT00103,2539.80,2017.87,ARS,2027-02-15T12:56:00Z
DOC0000000777,2025,9,UY01,Compañía Modelo Uruguay,PC100,Consumo Masivo,C000417,MAT00104,64635.21,53438.79,UYU,2027-02-16T12:57:00Z
DOC0000000778,2025,10,AR01,Compañía Modelo Argentina,PC100,Consumo Masivo,C000253,MAT00005,4417.75,3286.00,ARS,2027-02-17T12:58:00Z
DOC0000000779,2025,11,UY01,Compañía Modelo Uruguay,PC100,Consumo Masivo,C000073,MAT00019,39865.25,34604.28,UYU,2027-02-18T12:59:00Z
DOC0000000780,2025,12,UY01,Compañía Modelo Uruguay,PC300,Exportación,C000201,MAT00058,64759.61,52286.17,UYU,2027-02-19T13:00:00Z
DOC0000000781,2025,1,UY01,Compañía Modelo Uruguay,PC100,Consumo Masivo,C000355,MAT00026,54656.41,35681.79,UYU,2027-02-20T13:01:00Z
DOC0000000782,2025,2,UY01,Compañía Modelo Uruguay,PC200,Canal Mayorista,C000406,MAT00056,29019.60,22377.26,UYU,2027-02-21T13:02:00Z
DOC0000000783,2025,3,UY01,Compañía Modelo Uruguay,PC300,Exportación,C000477,MAT00093,19928.74,14821.84,UYU,2027-02-22T13:03:00Z
DOC0000000784,2025,4,UY01,Compañía Modelo Uruguay,PC100,Consumo Masivo,C000239,MAT00065,74513.82,50210.36,UYU,2027-02-23T13:04:00Z
DOC0000000785,2025,5,UY01,Compañía Modelo Uruguay,PC100,Consumo Masivo,C000442,MAT00070,56054.77,40508.13,UYU,2027-02-24T13:05:00Z
DOC0000000786,2025,6,UY01,Compañía Modelo Uruguay,PC200,Canal Mayorista,C000493,MAT00079,45689.66,38711.24,UYU,2027-02-25T13:06:00Z
DOC0000000787,2025,7,AR01,Compañía Modelo Argentina,PC300,Exportación,C000307,MAT00020,59384.91,50444.19,ARS,2027-02-26T13:07:00Z
DOC0000000788,2025,8,AR01,Compañía Modelo Argentina,PC200,Canal Mayorista,C000291,MAT00075,16292.07,10718.08,ARS,2027-02-27T13:08:00Z
DOC0000000789,2025,9,UY01,Compañía Modelo Uruguay,PC200,Canal Mayorista,C000490,MAT00036,39189.97,32920.13,UYU,2027-02-28T13:09:00Z
DOC0000000790,2025,10,UY01,Compañía Modelo Uruguay,PC100,Consumo Masivo,C000454,MAT00080,63656.41,48106.97,UYU,2027-03-01T13:10:00Z
DOC0000000791,2025,11,AR01,Compañía Modelo Argentina,PC300,Exportación,C000015,MAT00064,73197.79,43958.67,ARS,2027-03-02T13:11:00Z
DOC0000000792,2025,12,AR01,Compañía Modelo Argentina,PC200,Canal Mayorista,C000063,MAT00120,40056.96,34964.93,ARS,2027-03-03T13:12:00Z
DOC0000000793,2025,1,AR01,Compañía Modelo Argentina,PC300,Exportación,C000162,MAT00051,10821.52,9157.21,ARS,2027-03-04T13:13:00Z
DOC0000000794,2025,2,UY01,Compañía Modelo Uruguay,PC100,Consumo Masivo,C000077,MAT00057,71412.28,44580.19,UYU,2027-03-05T13:14:00Z
DOC0000000795,2025,3,AR01,Compañía Modelo Argentina,PC300,Exportación,C000332,MAT00114,48482.26,39526.70,ARS,2027-03-06T13:15:00Z
DOC0000000796,2025,4,UY01,Compañía Modelo Uruguay,PC100,Consumo Masivo,C000197,MAT00058,27990.56,19582.69,UYU,2027-03-07T13:16:00Z
DOC0000000797,2025,5,AR01,Compañía Modelo Argentina,PC100,Consumo Masivo,C000201,MAT00069,38886.54,30062.11,ARS,2027-03-08T13:17:00Z
DOC0000000798,2025,6,AR01,Compañía Modelo Argentina,PC200,Canal Mayorista,C000475,MAT00041,69467.67,60973.80,ARS,2027-03-09T13:18:00Z
DOC0000000799,2025,7,AR01,Compañía Modelo Argentina,PC200,Canal Mayorista,C000276,MAT00100,42675.58,30232.47,ARS,2027-03-10T13:19:00Z
DOC0000000800,2025,8,UY01,Compañía Modelo Uruguay,PC300,Exportación,C000093,MAT00018,66711.14,54961.23,UYU,2027-03-11T13:20:00Z
DOC0000000801,2025,9,UY01,Compañía Modelo Uruguay,PC100,Consumo Masivo,C000112,MAT00060,7490.67,5891.76,UYU,2027-03-12T13:21:00Z
DOC0000000802,2025,10,UY01,Compañía Modelo Uruguay,PC100,Consumo Masivo,C000353,MAT00002,2040.94,1623.62,UYU,2027-03-13T13:22:00Z
DOC0000000803,2025,11,AR01,Compañía Modelo Argentina,PC300,Exportación,C000400,MAT00002,14831.46,12615.38,ARS,2027-03-14T13:23:00Z
DOC0000000804,2025,12,UY01,Compañía Modelo Uruguay,PC300,Exportación,C000426,MAT00051,35289.21,26794.06,UYU,2027-03-15T13:24:00Z
DOC0000000805,2025,1,AR01,Compañía Modelo Argentina,PC200,Canal Mayorista,C000440,MAT00067,62775.98,53013.95,ARS,2027-03-16T13:25:00Z
DOC0000000806,2025,2,UY01,Compañía Modelo Uruguay,PC300,Exportación,C000173,MAT00072,48655.80,38993.21,UYU,2027-03-17T13:26:00Z
DOC0000000807,2025,3,UY01,Compañía Modelo Uruguay,PC100,Consumo Masivo,C000443,MAT00006,20688.85,18074.68,UYU,2027-03-18T13:27:00Z
DOC0000000808,2025,4,UY01,Compañía Modelo Uruguay,PC200,Canal Mayorista,C000258,MAT00073,39162.58,27546.33,UYU,2027-03-19T13:28:00Z
DOC0000000809,2025,5,UY01,Compañía Modelo Uruguay,PC300,Exportación,C000021,MAT00028,63892.86,46464.07,UYU,2027-03-20T13:29:00Z
DOC0000000810,2025,6,UY01,Compañía Modelo Uruguay,PC300,Exportación,C000048,MAT00075,42475.71,27725.08,UYU,2027-03-21T13:30:00Z
DOC0000000811,2025,7,AR01,Compañía Modelo Argentina,PC200,Canal Mayorista,C000189,MAT00008,42041.61,35682.01,ARS,2027-03-22T13:31:00Z
DOC0000000812,2025,8,UY01,Compañía Modelo Uruguay,PC100,Consumo Masivo,C000471,MAT00040,31704.74,24789.35,UYU,2027-03-23T13:32:00Z
DOC0000000813,2025,9,AR01,Compañía Modelo Argentina,PC200,Canal Mayorista,C000446,MAT00048,14049.85,11051.79,ARS,2027-03-24T13:33:00Z
DOC0000000814,2025,10,AR01,Compañía Modelo Argentina,PC200,Canal Mayorista,C000188,MAT00118,49898.97,33799.73,ARS,2027-03-25T13:34:00Z
DOC0000000815,2025,11,UY01,Compañía Modelo Uruguay,PC300,Exportación,C000252,MAT00104,18498.08,12068.85,UYU,2027-03-26T13:35:00Z
DOC0000000816,2025,12,UY01,Compañía Modelo Uruguay,PC200,Canal Mayorista,C000144,MAT00099,68909.29,41499.45,UYU,2027-03-27T13:36:00Z
DOC0000000817,2025,1,UY01,Compañía Modelo Uruguay,PC200,Canal Mayorista,C000206,MAT00060,42661.29,37088.67,UYU,2027-03-28T13:37:00Z
DOC0000000818,2025,2,AR01,Compañía Modelo Argentina,PC100,Consumo Masivo,C000365,MAT00034,41024.60,27478.22,ARS,2027-03-29T13:38:00Z
DOC0000000819,2025,3,UY01,Compañía Modelo Uruguay,PC200,Canal Mayorista,C000239,MAT00046,11032.79,7724.48,UYU,2027-03-30T13:39:00Z
DOC0000000820,2025,4,UY01,Compañía Modelo Uruguay,PC100,Consumo Masivo,C000421,MAT00077,33044.98,22018.58,UYU,2027-03-31T13:40:00Z
DOC0000000821,2025,5,UY01,Compañía Modelo Uruguay,PC200,Canal Mayorista,C000287,MAT00043,21446.00,15814.17,UYU,2027-04-01T13:41:00Z
DOC0000000822,2025,6,UY01,Compañía Modelo Uruguay,PC200,Canal Mayorista,C000047,MAT00113,24006.53,17553.63,UYU,2027-04-02T13:42:00Z
DOC0000000823,2025,7,UY01,Compañía Modelo Uruguay,PC200,Canal Mayorista,C000428,MAT00039,12497.99,9020.30,UYU,2027-04-03T13:43:00Z
DOC0000000824,2025,8,AR01,Compañía Modelo Argentina,PC300,Exportación,C000180,MAT00115,21599.35,16983.38,ARS,2027-04-04T13:44:00Z
DOC0000000825,2025,9,AR01,Compañía Modelo Argentina,PC100,Consumo Masivo,C000224,MAT00117,21431.73,12555.13,ARS,2027-04-05T13:45:00Z
DOC0000000826,2025,10,AR01,Compañía Modelo Argentina,PC200,Canal Mayorista,C000062,MAT00047,18868.57,15862.78,ARS,2027-04-06T13:46:00Z
DOC0000000827,2025,11,UY01,Compañía Modelo Uruguay,PC200,Canal Mayorista,C000401,MAT00023,70432.60,58440.28,UYU,2027-04-07T13:47:00Z
DOC0000000828,2025,12,UY01,Compañía Modelo Uruguay,PC300,Exportación,C000346,MAT00051,41612.09,24383.40,UYU,2027-04-08T13:48:00Z
DOC0000000829,2025,1,AR01,Compañía Modelo Argentina,PC200,Canal Mayorista,C000024,MAT00039,7197.79,4277.08,ARS,2027-04-09T13:49:00Z
DOC0000000830,2025,2,AR01,Compañía Modelo Argentina,PC300,Exportación,C000314,MAT00087,51028.41,36771.01,ARS,2027-04-10T13:50:00Z
DOC0000000831,2025,3,UY01,Compañía Modelo Uruguay,PC200,Canal Mayorista,C000131,MAT00088,30063.52,21281.71,UYU,2027-04-11T13:51:00Z
DOC0000000832,2025,4,UY01,Compañía Modelo Uruguay,PC200,Canal Mayorista,C000456,MAT00050,3183.16,2473.20,UYU,2027-04-12T13:52:00Z
DOC0000000833,2025,5,UY01,Compañía Modelo Uruguay,PC200,Canal Mayorista,C000154,MAT00045,22892.44,16238.77,UYU,2027-04-13T13:53:00Z
DOC0000000834,2025,6,UY01,Compañía Modelo Uruguay,PC100,Consumo Masivo,C000416,MAT00101,17210.62,12155.47,UYU,2027-04-14T13:54:00Z
DOC0000000835,2025,7,AR01,Compañía Modelo Argentina,PC100,Consumo Masivo,C000227,MAT00089,36643.73,30175.83,ARS,2027-04-15T13:55:00Z
DOC0000000836,2025,8,UY01,Compañía Modelo Uruguay,PC100,Consumo Masivo,C000474,MAT00022,49866.84,29031.29,UYU,2027-04-16T13:56:00Z
DOC0000000837,2025,9,UY01,Compañía Modelo Uruguay,PC100,Consumo Masivo,C000468,MAT00059,14621.17,11513.15,UYU,2027-04-17T13:57:00Z
DOC0000000838,2025,10,AR01,Compañía Modelo Argentina,PC300,Exportación,C000498,MAT00111,70410.24,51402.38,ARS,2027-04-18T13:58:00Z
DOC0000000839,2025,11,AR01,Compañía Modelo Argentina,PC300,Exportación,C000149,MAT00022,22616.74,14676.29,ARS,2027-04-19T13:59:00Z
DOC0000000840,2025,12,AR01,Compañía Modelo Argentina,PC300,Exportación,C000123,MAT00079,43662.54,32029.27,ARS,2027-04-20T14:00:00Z
DOC0000000841,2025,1,UY01,Compañía Modelo Uruguay,PC300,Exportación,C000017,MAT00060,72580.04,63031.04,UYU,2027-04-21T14:01:00Z
DOC0000000842,2025,2,AR01,Compañía Modelo Argentina,PC100,Consumo Masivo,C000469,MAT00118,49086.54,36465.60,ARS,2027-04-22T14:02:00Z
DOC0000000843,2025,3,AR01,Compañía Modelo Argentina,PC100,Consumo Masivo,C000198,MAT00119,53426.48,35076.06,ARS,2027-04-23T14:03:00Z
DOC0000000844,2025,4,UY01,Compañía Modelo Uruguay,PC100,Consumo Masivo,C000234,MAT00011,43075.79,35000.56,UYU,2027-04-24T14:04:00Z
DOC0000000845,2025,5,UY01,Compañía Modelo Uruguay,PC200,Canal Mayorista,C000199,MAT00115,66668.80,56898.36,UYU,2027-04-25T14:05:00Z
DOC0000000846,2025,6,AR01,Compañía Modelo Argentina,PC300,Exportación,C000116,MAT00106,66340.38,50969.14,ARS,2027-04-26T14:06:00Z
DOC0000000847,2025,7,AR01,Compañía Modelo Argentina,PC100,Consumo Masivo,C000312,MAT00072,24392.76,19114.47,ARS,2027-04-27T14:07:00Z
DOC0000000848,2025,8,UY01,Compañía Modelo Uruguay,PC100,Consumo Masivo,C000403,MAT00018,2606.05,2106.64,UYU,2027-04-28T14:08:00Z
DOC0000000849,2025,9,AR01,Compañía Modelo Argentina,PC200,Canal Mayorista,C000119,MAT00025,54411.08,34323.24,ARS,2027-04-29T14:09:00Z
DOC0000000850,2025,10,AR01,Compañía Modelo Argentina,PC300,Exportación,C000391,MAT00040,11783.36,6839.54,ARS,2027-04-30T14:10:00Z
DOC0000000851,2025,11,AR01,Compañía Modelo Argentina,PC100,Consumo Masivo,C000243,MAT00041,55697.83,34067.06,ARS,2027-05-01T14:11:00Z
DOC0000000852,2025,12,UY01,Compañía Modelo Uruguay,PC100,Consumo Masivo,C000415,MAT00078,38869.23,33953.87,UYU,2027-05-02T14:12:00Z
DOC0000000853,2025,1,AR01,Compañía Modelo Argentina,PC300,Exportación,C000012,MAT00087,1313.24,914.21,ARS,2027-05-03T14:13:00Z
DOC0000000854,2025,2,AR01,Compañía Modelo Argentina,PC300,Exportación,C000292,MAT00006,69280.13,52137.42,ARS,2027-05-04T14:14:00Z
